A1      吖阿呵啊腌锕錒
JU3     咀岨弆柜沮举枸矩莒挙郰椇筥萭榉榘蒟鉏龃聥鋤舉踽擧櫸齟欅襷
JU4     句巨讵姖岠怇拒洰苣邭邹具怐怚拠昛歫炬驹珇秬钜俱倨倶冣剧烥粔耟蚷袓埧埾惧据菹詎距焣犋葅跙鄒鉅飓蒩虡豦锯寠愳窭聚駏劇勮屦踞駒鮔壉懅據澽窶螶遽鋸屨颶瞿貗簴躆醵忂懼鐻爠
JU5     举矩舉
JUAN1   姢勌娟捐涓圈朘焆瓹脧圏裐鹃勬鋑鋗镌鞙鎸鵍鵑鐫蠲
JUAN3   卷呟巻帣埍埢捲菤锩臇錈
JUAN4   奆劵卷奍帣弮倦勌悁桊狷绢隽圈惓淃瓹眷萒鄄圏棬睊絭罥腃雋睠絹飬慻蔨韏餋獧縳襈羂讂
JUAN5   奆劵卷呟奍巻姢帣弮倦勌埍娟悁捐桊涓狷绢隽圈埢惓捲朘淃焆瓹眷脧菤萒鄄圏棬睊絭罥腃裐雋鹃睠絹锩飬勬慻蔨鋑鋗镌韏餋獧臇錈鞙縳襈羂鎸鵍鵑鐫讂蠲
JUE1    噘撅撧屩繑屫
JUE2    亅孒孓夬叏决刔氒诀吷妜弡抉決芵角泬玦玨挗珏疦砄绝虳觉倔埆捔欮蚗袦啳崛崫掘斍桷殌焆脚覐觖訣赽趹逫傕厥矞絕絶覚趉鈌腳劂勪瑴谲駃嶡嶥憰潏熦爴獗瘚蕝蕨鴂鴃噱憠橛橜璚镼爵臄镢繘蟨蟩爑譎蹶蹷髉鶌匷嚼矍覺鐍鐝灍爝觼彏戄攫玃鱖鷢欔矡龣貜躩钁
JUE3    蹶
JUE4    倔
JUE5    亅孒孓夬叏决刔氒诀吷妜弡抉決芵角泬玦玨挗珏疦砄绝虳觉倔埆捔欮蚗袦啳崛崫掘斍桷殌焆脚覐觖訣赽趹逫傕厥矞絕絶覚趉鈌腳劂勪瑴谲駃噘嶡嶥憰撅撧潏熦爴獗瘚蕝蕨鴂鴃噱憠橛橜璚镼爵臄镢屩繑繘蟨蟩屫爑譎蹶蹷髉鶌匷嚼矍覺鐍鐝灍爝觼彏戄攫玃鱖鷢欔矡龣貜躩钁
JUN1    军君均抣汮龟姰袀軍钧莙蚐桾皲菌鈞碅筠皸皹覠銁銞鋆鲪麇鍕龜鮶麏麕
JUN4    呁俊郡陖埈峻捃晙浚狻隽馂骏焌珺菌棞畯竣葰雋箘箟蔨蜠儁寯懏餕燇濬駿鵔鵕鵘攈攟
JUN5    军君呁均抣汮龟俊姰袀軍郡钧陖埈峻捃晙浚狻莙蚐隽馂骏桾焌珺皲菌棞畯竣葰鈞雋碅筠皸皹箘箟蔨蜠覠銁銞儁寯懏鋆餕鲪燇麇濬鍕駿龜鮶鵔鵕鵘麏攈麕攟
KA1     呿咔咖哢喀衉
KA3     卡佧咔咯胩哢鉲
KA5     卡佧呿咔咖咯胩哢喀衉鉲
KAI1    开奒揩衉锎開鐦
KAI3    凯剀垲恺闿铠凱剴慨蒈塏嵦愷楷輆暟锴鍇鎧闓颽
KAI4    忾炌炏欬烗勓喫嘅愒愾輆噄濭鎎
KAI5    开忾凯剀炌炏垲奒恺闿欬烗勓铠凱剴喫嘅愒慨揩蒈衉锎開塏嵦愷愾楷輆暟锴噄濭鍇鎎鎧闓颽鐦
KAN1    刊看栞勘龛堪嵁戡龕
KAN3    凵冚坎侃砍衎莰偘埳惂堿欿塪歁槛輡轁檻顑竷轗
KAN4    看衎崁墈阚瞰磡輱闞竷矙
KAN5    看
KANG1   忼闶砊粇康閌嫝嵻慷漮槺穅糠躿鏮鱇
KANG2   扛摃
KANG4   亢伉匟邟囥忼抗犺闶炕砊钪鈧閌
KANG5   亢伉匟扛邟囥忼抗犺闶炕砊钪粇康鈧閌摃嫝嵻慷漮槺穅糠躿鏮鱇
KAO1    尻嵪髛
KAO3    丂攷考拷洘栲烤薧
KAO4    洘焅铐槀犒銬鲓稾靠鮳鯌
KAO5    丂尻攷考拷洘栲烤焅铐嵪槀犒銬鲓稾靠髛薧鮳鯌
KE1     匼呵坷苛柯牁珂科胢轲屙疴砢趷钶蚵嵙棵痾萪軻颏嗑搕犐稞窠鈳榼薖颗樖瞌磕蝌錒頦窼醘顆髁礚
KE2     壳咳殻揢殼翗颏嶱頦
KE3     可坷岢炣轲嵑敤渴軻毼磆
KE4     可克刻兙剋勀勊客峇恪兛兞娔尅悈袔课堁氪骒硞缂兡嗑愙歁溘锞碦緙課錁礊騍
KE5     壳殼磕
KEN3    肎肯肻垦恳啃豤貇龈墾錹懇齦
KEN4    珢掯硍裉褃
KEN5    肎肯肻垦恳珢啃掯硍裉褃豤貇龈墾錹懇齦
KENG1   劥阬吭坈坑妔挳硁奟牼揁硜铿硻摼誙銵鍞鏗
KENG5   劥阬吭坈坑妔挳硁奟牼揁硜铿硻摼誙銵鍞鏗
KONG1   空倥埪崆悾涳椌硿箜躻錓鵼
KONG3   孔倥恐
KONG4   矼空控羫鞚
KONG5   空
KOU1    抠芤眍剾彄摳瞘
KOU3    口劶竘
KOU4    叩扣怐敂冦宼寇釦窛筘滱蔲蔻瞉簆鷇
KOU5    口
KU1     扝刳矻郀朏枯胐哭桍窋堀崫圐搰跍窟骷鮬
KU3     狜苦楛
KU4     库俈绔庫捁秙趶焅袴喾硞絝裤瘔酷褲鮬齁嚳
KU5     扝库刳狜矻苦郀俈朏枯绔胐哭庫捁桍秙窋趶堀崫焅袴喾圐搰楛硞絝裤跍瘔窟酷骷褲鮬齁嚳
KUA1    夸姱恗晇絓舿誇
KUA3    侉咵垮銙顝
KUA4    挎胯跨骻
KUA5    夸侉咵垮姱恗挎晇胯絓舿誇跨銙骻顝
KUAI3   蒯擓
KUAI4   巜凷圦会块快侩郐哙浍狯脍塊會筷駃鲙儈墤蕢鄶廥澮獪璯膾旝糩鬠鱠
KUAI5   快
KUAN1   宽寛寬髋鑧髖
KUAN3   梡欵款歀窽窾
KUAN5   宽梡欵款寛歀寬窽窾髋鑧髖
KUANG1  匡劻诓邼匩哐恇洭硄筐筺誆軭
KUANG2  忹抂狂狅诳軖軠誑鵟
KUANG3  夼儣懭爌
KUANG4  卝丱邝圹纩况旷岲況矿昿贶框眖砿眶絋絖貺軦鉱鋛鄺壙黋懬曠爌矌礦穬纊鑛
KUANG5  框
KUI1    亏刲岿悝盔窥聧窺虧闚顝巋蘬
KUI2    奎晆逵鄈隗頄馗喹揆葵骙戣暌楏楑魁睽蝰頯櫆藈鍨鍷騤夔蘷虁巙犪躨
KUI3    卼尯傀煃跬頍磈窺蹞
KUI4    卼尯胿匮欳喟媿愦愧溃腃蒉馈匱瞆嘳嬇憒潰篑聩聭蕢樻殨膭謉瞶餽歸簣聵籄鐀饋巋鑎
KUI5    亏刲岿卼奎尯悝晆胿傀匮欳盔逵鄈隗頄馗喟喹媿愦愧揆溃腃葵蒉馈骙戣暌楏楑煃窥跬頍魁匱睽瞆磈嘳嬇憒潰篑聧聩聭蕢蝰樻殨窺膭謉頯櫆瞶藈虧鍨鍷餽歸簣聵蹞闚顝騤籄鐀饋夔巋蘬蘷虁鑎巙犪躨
KUN1    坤昆晜堃堒婫崐崑猑菎裈焜琨罤髠裩豤貇锟頑髡鹍尡潉蜫褌髨熴瑻醌錕餛鲲臗騉鯤鵾鶤
KUN3    悃捆阃壸梱祵硱稇裍壼稛綑閫閸
KUN4    困涃睏
KUN5    困坤昆悃捆晜涃阃堃堒壸婫崐崑梱猑祵菎裈焜琨睏硱稇罤裍髠壼稛綑裩豤貇锟頑髡鹍尡潉蜫褌髨熴瑻醌閫錕閸餛鲲臗騉鯤鵾鶤
KUO4    扩拡括挄适栝桰秳煀筈萿葀蛞阔廓漷彉噋頢髺彍擴濶闊鞟韕懖霩鞹鬠
KUO5    扩拡括挄适栝桰秳煀筈萿葀蛞阔廓漷彉噋頢髺彍擴濶闊鞟韕懖霩鞹鬠
LA1     垃拉柆啦翋菈喇搚摺磖邋
LA2     旯拉剌砬喇揦磖
LA3     拉喇藞嚹
LA4     拉剌揦溂腊落揧楋瘌蜡蝋辢辣蝲臈儠擸癞攋爉臘鬎櫴瓎镴鯻癩蠟鑞鱲
LA5     拉啦喇瘌鞡
LAI2    来來俫倈崃徕涞莱郲婡崍庲徠梾淶猍萊逨棶琜筙铼箂錸顂騋鯠鶆麳
LAI4    勑徕唻徠赉逨睐睞赖誺賚濑賴頼顂癞鵣攋瀨瀬籁藾櫴癩襰籟
LAI5    来來俫倈勑崃徕涞莱郲唻婡崍庲徠梾淶猍萊赉逨棶琜睐筙铼睞赖箂誺賚濑賴錸頼顂癞騋鵣攋瀨瀬籁藾鯠鶆麳櫴癩襰籟
LAN2    兰岚拦栏婪惏嵐葻阑暕蓝谰厱澜褴儖斓篮懢燣燷藍襕镧闌璼襤譋幱攔瀾灆籃繿蘭斕欄礷襴囒灡籣欗讕躝襽鑭钄韊
LAN3    览浨揽缆榄漤罱醂壈懒覧濫擥嬾懶孄覽孏攬灠欖爦顲纜
LAN4    坔烂湅僋滥煉燗嚂壏濫爁孄蘫爛爤瓓孏灠糷
LAN5    栏揽蓝藍欄攬
LANG1   啷
LANG2   勆郎郞哴欴狼阆嫏廊斏桹琅蓈榔瑯硠稂锒筤艆蜋郒螂躴鋃閬鎯駺
LANG3   俍悢朗朖烺脼塱蓢樃誏朤
LANG4   郎埌崀浪莨阆筤蒗誏閬
LANG5   郎唥浪螂
LAO1    捞粩撈
LAO2    劳労牢狫窂哰唠崂浶涝勞痨铹僗嘮嶗憦澇憥朥癆磱簩蟧醪轑鐒顟髝
LAO3    耂老佬咾姥恅荖栳珯硓铑蛯銠潦橑鮱轑
LAO4    络唠涝烙絡落嗠耢酪僗嫪嘮憦澇躼橯耮軂
LAO5    姥唠嘮
LE1     肋嘞
LE4     仂阞乐叻忇扐氻艻牞玏泐竻砳勒楽韷樂簕鳓鰳
LE5     了
LEI1    勒
LEI2    累雷嫘缧蔂樏畾擂磥檑縲攂镭櫑瓃羸礧纍罍蘲鐳轠壨鑘靁虆鱩欙纝鼺
LEI3    厽耒诔垒洡累塁絫腂傫誄瘣樏磊蕌磥蕾儡壘癗礌藟櫐矋礨灅纍蠝蘽讄儽鑘鑸鸓
LEI4    肋泪洡类涙淚祱累酹銇頛頪擂錑攂礌颣類礧纇纍蘱禷靁
LEI5    嘞
LENG1   棱
LENG2   塄棱楞碐稜踜輘薐
LENG3   冷
LENG4   倰堎愣睖踜
LENG5   愣棱楞
LI1     哩唎瓈
LI2     刕丽杝厘剓梨梩狸离荲骊婯悡梸犁琍粚菞喱棃犂鹂剺漓睝筣缡艃蓠蜊嫠孷樆璃盠竰貍氂犛糎蔾褵鋫鲡黎篱縭罹錅蟍謧醨嚟藜邌釐離鯏斄鏫鯬鵹麗黧儷囄灕蘺蠡蠫孋廲劙鑗矖穲籬纚驪鱺鸝
LI3     礼李里俚峛哩娌峲浬逦理裡锂粴裏豊鋰鲤澧禮鯉蟸醴蠡鳢邐欐鱧欚
LI4     刂力历厉屴扐立吏朸丽利励叓呖坜沥苈例岦戾枥沴疠苙隶俐俪栎疬砅茘荔赲轹郦娳悧栗栛栵涖猁珕砺砾秝莅莉鬲唳婯悷琍笠粒粝脷蚸蛎傈凓厤棙痢蛠詈跞雳塛慄搮溧蒚蒞鉝鳨厯厲暦歴瑮綟蜧銐蝷勵曆歷篥錑隷鴗巁檪濿癘磿隸鬁鬴儮擽曞櫔爄犡禲蠇鎘嚦壢攊櫟瀝瓅礪藶麗櫪爏瓑皪盭礫糲蠣儷癧礰酈鷅麜囇孋攦躒轢欐讈轣攭瓥靂鱱鱳靋
LI5     利李里哩狸理痢裏璃藜瓈
LIA3    俩倆
LIA5    俩倆
LIAN2   奁连帘怜涟莲連梿联裢亷僆嗹廉慩溓漣蓮匲奩槤熑璉覝劆匳噒憐磏聨聫褳鲢濂濓縺翴聮薕螊櫣燫聯臁蹥謰鎌鏈镰簾蠊譧鬑鐮鰱籢籨
LIAN3   敛琏脸裣摙溓槤璉蔹嬚薟斂歛臉鄻襝羷蘝蘞醶
LIAN4   练炼恋浰殓堜媡湅萰链僆摙楝煉瑓潋稴練澰錬殮鍊鏈瀲鰊孌戀攣纞
LIAN5   奁连帘怜练炼恋浰涟莲連敛梿殓琏脸堜媡湅联萰裢裣链亷僆嗹廉慩摙楝溓漣煉瑓蓮匲奩槤潋熑璉蔹覝劆匳噒嫾憐磏稴練聨聫褳鲢嬚澰濂濓縺翴聮薕薟螊錬斂櫣歛殮燫聯臁臉蹥鄻鍊襝謰鎌鏈镰簾羷蠊瀲蘝蘞譧醶鬑鰊鐮鰱孌戀攣籢籨纞
LIANG2  良俍凉莨梁涼椋辌量粮粱蜋墚綡踉樑輬駺糧
LIANG3  冫両两兩俩倆唡啢掚脼裲緉蜽魉魎
LIANG4  亮倞凉哴悢谅涼辆喨晾湸量靓煷輌踉諒輛靚鍄
LIANG5  亮梁量粱
LIAO1   撩蹽
LIAO2   辽疗聊尞僇僚寥嵺憀漻膋嘹嫽寮嶚嶛憭撩敹樛潦獠缭藔遼暸燎璙窷膫療竂鹩屪廫簝繚蟟蟧豂賿蹘爎镽飂髎飉鷯
LIAO3   了钌釕鄝蓼嫽憭燎膫瞭爒镽
LIAO4   尥尦钌炓料釕尞廖撂撩瞭蟉镣鐐
LIAO5   料
LIE1    咧
LIE3    忚毟咧挘埓裂櫑
LIE4    列劣冽劽奊姴峢挒洌茢迾哷埒浖烈烮捩猎猟脟棙蛚裂煭睙聗趔綟巤颲燤儠巁鮤鴷擸爄獵爉犣躐鬛鬣鱲
LIE5    咧
LIN1    拎淋
LIN2    厸邻林临冧啉崊惏淋晽琳粦碄箖粼綝鄰隣嶙潾獜遴斴暽燐璘辚霖魿疄瞵磷臨繗翷麐蹸轔壣瀶鏻鳞驎麟鱗
LIN3    菻亃稟僯箖凛凜撛廩廪懍懔澟檁檩癛癝顲
LIN4    吝恡悋赁淋焛亃痳賃僯蔺橉甐膦閵疄藺蹸躏躙躪轥
LIN5    厸吝邻拎林临恡冧悋赁啉崊惏淋菻晽焛琳粦亃痳碄稟賃僯箖粼綝蔺鄰隣凛凜嶙撛潾獜遴廩廪懍懔斴暽橉澟燐璘甐膦辚閵霖魿檁檩疄瞵磷臨癛癝繗翷麐藺蹸轔壣瀶鏻鳞躏驎麟躙鱗顲躪轥
LING1   凌淩
LING2   〇伶刢灵阾囹坽夌姈岺彾泠狑苓昤朎柃玲瓴倰凌皊砱秢竛袊铃陵鸰婈崚掕棂淩琌笭紷绫羚翎聆舲菱蛉衑棱祾詅跉軨稜蓤裬鈴閝零龄綾蔆輘霊駖澪蕶錂霗魿鲮鴒鹷燯霛霝齢瀮酃鯪孁蘦齡櫺醽靇靈欞爧麢龗
LING3   令岭彾袊领軨領嶺
LING4   令另呤炩
LING5   灵靈
LIU1    溜熘澑蹓瀏
LIU2    刘沠畄斿浏流留旈琉畱硫裗媹嵧旒蒥蓅遛馏骝榴瑠飗劉瑬瘤磂镏駠鹠橊璢疁镠癅蟉駵嚠懰瀏藰鎏鎦餾麍鏐飀鐂騮飅鰡鶹驑
LIU3    柳栁桞珋桺绺锍綹熮罶鋶橮羀嬼懰藰
LIU4    六陆陸翏塯廇溜碌遛馏澑磂镏磟鹨蹓鎦霤餾雡鐂飂鬸鷚
LIU5    溜榴
LONG1   隆
LONG2   龙屸咙泷茏昽栊珑胧眬砻竜笼聋隆湰滝嶐槞漋蕯谾癃窿篭龍嚨寵巃巄瀧蘢鏧霳曨朧櫳爖瓏矓礱礲襱龒籠聾蠪蠬龓豅躘鑨靇驡鸗
LONG3   陇垄垅拢茏笼篭儱隴壟壠徿攏蘢竉籠龓躘
LONG4   弄哢梇硦衖儱徿襱豅贚
LONG5   笼隆籠
LOU1    搂摟瞜
LOU2    娄偻婁屚喽溇蒌僂楼嘍廔慺漊窭蔞遱樓熡耧膢蝼窶耬艛螻謱軁髅鞻髏
LOU3    嵝搂塿嶁摟甊篓簍
LOU4    陋屚漏瘘镂瘺瘻鏤露
LOU5    喽搂嘍摟露
LU1     碌漉噜撸氇謢嚕擼氌
LU2     卢庐芦垆枦泸炉栌胪轳舮鸬玈舻颅鈩鲈塷澛膚魲盧瀂嚧壚廬攎瀘獹璷蘆櫨爐瓐臚矑籚纑罏艫蠦轤鑪顱髗鱸鸕黸
LU3     卤芦虏挔捛掳鹵硵鲁虜塷滷蓾樐澛魯擄橹磠镥瀂櫓氌艣蘆鏀艪鐪鑥
LU4     六圥甪陆侓坴彔录峍勎赂辂陸娽淕淥渌硉绿翏菉逯鹿椂琭祿禄僇剹勠嗠盝睩碌稑賂路輅鄜塶廘摝漉箓粶綠緑蓼蔍戮樚熝膔膟觮趢踛辘醁潞穋蕗錄録錴璐簏螰鴼攄簶蹗轆騄鹭簬簵鏕鯥鵦鵱麓鏴露騼籙觻虂鷺鱳
LU5     芦轳碌噜辘氇嚕轆氌蘆轤
LUAN2   娈孪峦挛栾脟鸾脔滦銮鵉圝奱孌孿巒攣曫欒灓羉臠臡圞灤虊鑾癴癵鸞
LUAN3   卵覶
LUAN4   乱釠乿亂薍灓
LUAN5   乱卵娈孪峦挛栾釠乿脟鸾脔亂滦銮薍鵉覶圝奱孌孿巒攣曫欒灓羉臠臡圞灤虊鑾癴癵鸞
LUN1    抡掄
LUN2    仑伦论囵抡沦纶侖轮倫陯圇婨崘崙惀掄淪菕棆腀嗧碖綸耣蜦論踚輪磮錀鯩
LUN4    论侖陯埨惀溣論
LUN5    仑伦论囵抡沦纶侖轮倫陯圇埨婨崘崙惀掄淪菕棆腀嗧溣碖稐綸耣蜦論踚輪磮錀鯩
LUO1    捋啰落頱羅囉
LUO2    罗啰猡脶萝逻椤腡蜗锣箩蝸骡镙螺羅覶鏍儸覼騾囉攞玀蘿邏欏鸁籮鑼饠驘
LUO3    剆倮砢蓏裸躶瘰鎯蠃臝攞儽曪欏攭欙癳
LUO4    泺峈洛络茖荦骆洜烙珞捰硌硦笿絡落蛒跞摞漯犖鉻雒駱鮥鵅濼爍皪礫躒纙
LUO5    罗啰落箩羅囉籮
LV2     驴闾榈閭馿氀膢櫚藘曥鷜驢
LV3     吕呂侣郘侶捋旅梠焒祣偻稆铝屡絽缕僂屢慺膂膐蔞褛鋁履褸儢穞縷軁穭鷜
LV4     寽垏律哷虑率绿嵂氯葎滤寠綠緑慮箻勴繂濾櫖爈卛鑢
LV5     缕縷
LVE3    掠稤
LVE4    寽剠掠略畧锊稤詻圙鋝鋢擽
LVE5    寽剠掠略畧锊稤詻圙鋝鋢擽
MA1     妈孖抹蚂麻媽摩螞
MA2     吗麻嗎痲痳嫲蔴犘蟆蟇
MA3     马吗犸杩玛码蚂馬傌嗎溤獁遤榪瑪碼螞鎷鷌鰢
MA4     杩祃蚂閁骂傌獁睰榪禡罵螞駡礣驀鬕
MA5     吗麻嗎嘛蟆
MAI2    埋貍薶霾
MAI3    买荬買嘪蕒鷶
MAI4    劢迈佅麦卖脉唛脈麥衇勱嘜賣邁霡霢
MAI5    麦卖麥賣
MAN1    嫚颟顢
MAN2    姏埋悗蛮僈谩慲摱蔓馒槾樠瞒瞞鞔謾饅鳗鬗鬘鰻矕蠻
MAN3    屘満睌满滿螨蟎鏋矕
MAN4    曼僈谩鄤墁嫚幔慢摱漫獌缦蔄蔓槾熳澫澷镘縵蟃謾鏝
MAN5    姏埋屘悗曼満睌蛮僈满谩鄤墁嫚幔慢慲摱滿漫獌缦蔄蔓馒槾樠熳瞒澫澷瞞螨镘鞔颟縵蟃蟎謾鏋鏝饅鳗顢鬗鬘鰻矕蠻
MANG1   牤茫
MANG2   邙吂忙汒芒尨杗杧氓甿盲盳厖恾笀茫哤娏庬浝狵朚牻硭釯铓痝硥蛖鋩龍駹蘉龒
MANG3   汒莽莾茻壾漭蟒蠎
MANG5   盲
MAO1    猫貓
MAO2    毛矛枆牦茅茆旄罞渵猫軞酕堥嵍锚緢鉾髦氂犛蝥貓髳錨蟊鶜
MAO3    冇卯夘戼峁泖昴铆笷蓩鉚
MAO4    冃皃芼冐茂冒眊秏贸毣耄袤覒媢帽萺貿鄚愗暓楙毷瑁瞀貌鄮蝐懋霿
MAO5    毛
ME5     么庅麼麽嚜
MEI2    呅坆沒没枚玫苺栂眉脄莓梅珻脢郿堳媒嵋湄湈猸睂葿楣楳溦煤瑂禖腜塺槑酶镅鹛鋂霉徾糜鎇矀攗蘪鶥黴
MEI3    毎每凂美挴浼羙媄嵄渼媺镁嬍燘鎂黣
MEI4    氼妹抺沬昧眊祙袂眛谜媚寐痗跊鬽煝睸韎魅篃蝞謎櫗
MEI5    沒没
MEN1    闷悶
MEN2    门们扪怋玧钔門們閅捫菛璊穈鍆亹虋
MEN4    闷悗焖悶殙滿暪燜懑懣
MEN5    们闷們悶
MENG1   蒙擝濛矇
MENG2   尨氓甿虻冡庬莔掹萌嫇溕盟蒙雺夣甍儚橗瞢蕄蝱鄳鄸幪懜懞濛獴曚朦檬氋霚矇礞鯍艨鹲矒霿靀饛顭鼆鸏
MENG3   勐猛瓾蒙锰黽艋蜢幪懜錳懵矇蠓鯭鼆
MENG4   孟梦夢夣懜霥
MENG5   尨孟氓甿虻冡勐庬莔掹梦猛萌瓾夢嫇溕盟蒙锰雺黽夣甍艋蜢儚橗瞢蕄蝱鄳鄸幪懜懞擝濛獴錳曚朦檬氋霚懵矇礞霥鯍艨蠓鯭鹲矒霿靀饛顭鼆鸏
MI1     咪迷眯瞇
MI2     冞弥祢迷猕眯谜蒾詸摵穈謎醚彌擟瞴糜縻麊麋檷禰靡瀰獼麛劘爢戂攠瓕蘼镾醾醿鸍釄
MI3     尒尓米羋芈侎弥沵弭洣敉眫粎脒渳葞爾瞇蔝銤彌濔靡孊灖
MI4     糸汨沕宓泌觅哋峚祕宻秘密淧眽覓覔幂谧塓幎蓂覛嘧榓滵漞熐蔤蜜鼏冪樒幦濗藌謐櫁簚羃鑖
MI5     尒尓米糸汨沕羋芈侎冞宓弥沵泌觅咪哋峚弭洣祕祢迷宻敉眫秘粎脒密淧猕眯眽覓覔谜幂渳葞蒾谧塓幎蓂覛詸嘧摵榓滵漞熐爾瞇蔝蔤蜜銤鼏冪樒幦濗穈謎醚彌擟濔瞴糜縻藌謐麊麋檷櫁禰簚羃靡瀰獼麛劘爢孊戂攠灖瓕蘼鑖镾醾醿鸍釄
MIAN2   芇杣眠婂绵媔棉缗綿緜緡臱蝒嬵檰櫋矈矊矏蠠
MIAN3   丏厸汅免沔黾俛勉眄娩偭冕勔渑喕媔愐湎缅葂絻腼黽緬澠靦鮸
MIAN4   靣面牑糆麪麫麺麵
MIAN5   面
MIAO1   喵
MIAO2   苗媌描瞄鹋嫹緢鶓鱙
MIAO3   仯杪眇秒钞訬淼渺缈鈔篎緲藐邈
MIAO4   妙庙玅竗庿缪廟繆
MIAO5   仯妙庙杪苗玅眇秒竗钞喵媌庿訬描淼渺缈鈔瞄鹋嫹緢缪廟篎緲繆藐邈鶓鱙
MIE1    乜吀咩哶孭
MIE4    灭烕眜覕搣滅蔑薎鴓幭懱瀎篾櫗闑蠛衊鑖鱴
MIE5    乜灭吀咩哶孭烕眜覕搣滅蔑薎鴓幭懱瀎篾櫗闑蠛衊鑖鱴
MIN2    民垊姄岷忞怋旻旼玟苠珉盿砇罠崏捪渂琘琝缗暋瑉痻碈鈱緍緡賯錉鴖鍲
MIN3    皿冺刡闵呡垊抿泯黾勄敃闽悯敏笢湏湣閔愍敯暋鈱黽閩僶慜憫潣簢鳘蠠鰵
MIN5    民皿冺刡闵呡垊姄岷忞怋抿旻旼泯玟苠黾勄敃珉盿砇闽悯罠崏捪敏渂笢湏湣琘琝缗閔愍敯暋瑉痻碈鈱黽緍閩僶慜憫潣緡賯錉鴖鍲簢鳘蠠鰵
MING2   名明鸣洺眀茗冥朙眳铭鄍嫇溟猽蓂暝榠銘鳴瞑螟覭
MING3   佲姳凕嫇慏酩
MING4   命詺
MING5   名佲命明鸣姳洺眀茗冥朙眳铭凕鄍嫇慏溟猽蓂詺酩暝榠銘鳴瞑螟覭
MIU4    谬缪繆謬
MIU5    谬缪繆謬
MO1     摸嚤
MO2     无尛無谟嫫馍摹模膜麼麽摩撫橅磨糢嬤嬷謨謩擵饃嚩蘑譕髍魔劘戂攠饝
MO3     抹懡
MO4     万末劰圽沒没冐妺帓怽抹歾歿殁沫茉陌冒帞昩枺狢脉皌眜眿砞秣脈莈莫眽粖絈袹絔蛨貃嗼塻寞漠獏蓦貈貉貊銆靺嘿墨嫼暯瘼瞐瞙艒镆魩黙磨縸默瀎貘藦蟔鏌爅驀礳纆耱
MO5     末沫莫摸模磨嬤嬷
MOU1    哞
MOU2    牟侔劺呣恈敄洠桙眸谋堥蛑缪踎鉾謀瞴繆鍪鴾麰蟱鞪
MOU3    某
MOU5    牟侔劺呣哞恈敄某洠桙眸谋堥蛑缪踎鉾謀瞴繆鍪鴾麰蟱鞪
MU2     呒呣毪模嘸墲氁
MU3     母亩牡坶姆拇姥峔牳畆畒胟娒畝畞砪畮茻鉧踇
MU4     木仫目朷牟沐狇呣炑牧苜毣莯蚞钼募萺雮墓幕幙慔楘睦鉬慕嘸暮樢艒霂穆縸鞪
MU5     母拇
NA1     那南
NA2     拏秅拿挐訤詉蒘誽镎鎿
NA3     乸哪雫
NA4     內那吶呐妠纳肭娜衲钠納袦捺笝豽軜貀鈉嗱蒳靹魶
NA5     呐哪
NAI3    乃奶艿氖疓妳廼哪迺倷釢嬭
NAI4    佴奈柰耏耐萘渿鼐褦螚錼
NAI5    奶
NAN1    囡
NAN2    男抩枏枬侽南柟娚畘莮难喃萳暔楠諵難
NAN3    赧揇湳萳煵腩嫨蝻戁
NAN4    妠难婻諵難攤
NAN5    难難
NANG1   囊囔
NANG2   乪涳搑嚢囊蠰鬞馕欜饢
NANG3   崀搑擃曩攮灢馕饢
NANG4   鬞儾齉
NANG5   囊
NAO1    孬
NAO2    呶怓挠峱硇铙猱蛲詉碙撓蝚嶩憹獶蟯夒譊鐃巎獿
NAO3    垴恼脑匘堖惱嫐瑙腦碯獶獿
NAO4    闹婥淖閙鬧臑鐃
NAO5    闹挠撓鬧
NE2     哪
NE4     讷那呐抐眲訥
NE5     呐呢
NEI3    哪娞浽馁脮腇餒餧鮾鯘
NEI4    內内那氝錗
NEI5    內内那氝哪娞浽馁脮腇餒錗餧鮾鯘
NEN4    恁媆腝嫩嫰
NEN5    恁媆腝嫩嫰
NENG2   竜能
NENG5   竜能
NI1     妮
NI2     尼児兒呢坭怩抳泥籾倪屔秜郳铌埿婗淣猊蚭棿蛪跜腝鈮蜺觬貎輗霓鲵鯢麑齯臡
NI3     伱你拟妳抳沵狔苨柅婗掜旎晲孴鈮鉨馜儗儞隬擬濔薿檷禰聻鑈
NI4     屰氼伲抐泥迡孨昵胒逆匿痆眤秜埿堄惄嫟孴愵溺睨腻暱縌誽膩嬺懝灄
NI5     呢
NIAN1   拈蔫
NIAN2   年秊哖姩秥粘鲇鮎鲶黏鯰
NIAN3   涊捻淰焾跈辇辗撚撵碾輦簐輾攆蹨躎
NIAN4   卄廿念姩唸埝墊艌
NIAN5   卄廿年念拈秊哖姩涊秥唸埝捻淰粘焾跈辇鲇墊艌蔫辗撚撵碾輦鮎鲶簐輾黏攆蹨鯰躎
NIANG2  娘酿孃醸釀
NIANG4  酿醸釀
NIANG5  娘孃
NIAO3   鸟尦茑茮袅鳥嫋裊蔦樢嬝褭嬲
NIAO4   尿脲溺
NIAO5   鸟尦尿茑茮袅脲鳥嫋溺裊蔦樢嬝褭嬲
NIE1    捏揑
